Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2011-01-31 00:00:00+05:30,3532.199951171875,3599.89990234375,3502.300048828125,3588.14990234375,0,0.0,0.0,^CNXPSE
2011-02-01 00:00:00+05:30,3601.39990234375,3609.199951171875,3536.75,3542.35009765625,0,0.0,0.0,^CNXPSE
2011-02-02 00:00:00+05:30,3559.550048828125,3580.800048828125,3514.699951171875,3523.449951171875,0,0.0,0.0,^CNXPSE
2011-02-03 00:00:00+05:30,3528.949951171875,3572.300048828125,3504.10009765625,3569.35009765625,0,0.0,0.0,^CNXPSE
2011-02-04 00:00:00+05:30,3568.14990234375,3605.10009765625,3517.300048828125,3528.35009765625,0,0.0,0.0,^CNXPSE
2011-02-07 00:00:00+05:30,3543.050048828125,3555.39990234375,3528.85009765625,3538.5,0,0.0,0.0,^CNXPSE
2011-02-08 00:00:00+05:30,3568.300048828125,3569.60009765625,3459.050048828125,3467.800048828125,0,0.0,0.0,^CNXPSE
2011-02-09 00:00:00+05:30,3470.0,3470.0,3354.449951171875,3383.75,0,0.0,0.0,^CNXPSE
2011-02-10 00:00:00+05:30,3384.800048828125,3398.949951171875,3359.050048828125,3369.199951171875,0,0.0,0.0,^CNXPSE
2011-02-11 00:00:00+05:30,3363.60009765625,3407.0,3311.25,3391.39990234375,0,0.0,0.0,^CNXPSE
2011-02-14 00:00:00+05:30,3411.699951171875,3476.449951171875,3411.699951171875,3470.199951171875,0,0.0,0.0,^CNXPSE
2011-02-15 00:00:00+05:30,3478.64990234375,3501.800048828125,3441.35009765625,3477.10009765625,0,0.0,0.0,^CNXPSE
2011-02-16 00:00:00+05:30,3477.199951171875,3492.25,3457.5,3461.89990234375,0,0.0,0.0,^CNXPSE
2011-02-17 00:00:00+05:30,3469.85009765625,3472.85009765625,3437.0,3470.35009765625,0,0.0,0.0,^CNXPSE
2011-02-18 00:00:00+05:30,3476.949951171875,3498.39990234375,3400.64990234375,3409.550048828125,0,0.0,0.0,^CNXPSE
2011-02-21 00:00:00+05:30,3407.60009765625,3436.89990234375,3375.300048828125,3432.5,0,0.0,0.0,^CNXPSE
2011-02-22 00:00:00+05:30,3423.35009765625,3423.35009765625,3367.85009765625,3386.800048828125,0,0.0,0.0,^CNXPSE
2011-02-23 00:00:00+05:30,3384.10009765625,3398.449951171875,3359.699951171875,3366.5,0,0.0,0.0,^CNXPSE
2011-02-24 00:00:00+05:30,3347.050048828125,3367.199951171875,3292.64990234375,3302.85009765625,0,0.0,0.0,^CNXPSE
2011-02-25 00:00:00+05:30,3319.300048828125,3331.449951171875,3274.35009765625,3297.39990234375,0,0.0,0.0,^CNXPSE
2011-02-28 00:00:00+05:30,3315.0,3369.10009765625,3299.64990234375,3314.89990234375,0,0.0,0.0,^CNXPSE
2011-03-01 00:00:00+05:30,3337.0,3423.35009765625,3331.35009765625,3419.449951171875,0,0.0,0.0,^CNXPSE
2011-03-03 00:00:00+05:30,3402.800048828125,3450.550048828125,3395.300048828125,3430.85009765625,0,0.0,0.0,^CNXPSE
2011-03-04 00:00:00+05:30,3441.5,3455.64990234375,3414.449951171875,3422.199951171875,0,0.0,0.0,^CNXPSE
2011-03-07 00:00:00+05:30,3399.199951171875,3399.199951171875,3338.5,3368.10009765625,0,0.0,0.0,^CNXPSE
2011-03-08 00:00:00+05:30,3362.35009765625,3398.85009765625,3362.35009765625,3391.85009765625,0,0.0,0.0,^CNXPSE
2011-03-09 00:00:00+05:30,3406.25,3417.75,3363.89990234375,3390.0,0,0.0,0.0,^CNXPSE
2011-03-10 00:00:00+05:30,3386.449951171875,3412.0,3360.699951171875,3406.5,0,0.0,0.0,^CNXPSE
2011-03-11 00:00:00+05:30,3394.64990234375,3428.25,3381.300048828125,3388.550048828125,0,0.0,0.0,^CNXPSE
2011-03-14 00:00:00+05:30,3396.0,3437.85009765625,3396.0,3431.85009765625,165700,0.0,0.0,^CNXPSE
2011-03-15 00:00:00+05:30,3396.550048828125,3396.550048828125,3345.800048828125,3360.14990234375,222500,0.0,0.0,^CNXPSE
