Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2002-01-01 00:00:00+05:30,5.559919383393517,5.629418640803552,5.281923347944437,5.323622703552246,363640,0.0,0.0,APOLLOTYRE.NS
2002-01-02 00:00:00+05:30,5.281921348730862,5.420919479542952,5.281921348730862,5.358370304107666,104820,0.0,0.0,APOLLOTYRE.NS
2002-01-03 00:00:00+05:30,5.35142083302488,5.483468922592627,5.240222581345484,5.42786979675293,100650,0.0,0.0,APOLLOTYRE.NS
2002-01-04 00:00:00+05:30,5.552968359410968,5.552968359410968,5.212423515470753,5.45566987991333,130550,0.0,0.0,APOLLOTYRE.NS
2002-01-07 00:00:00+05:30,5.49041837925055,5.601616950179601,5.330570744224628,5.358370304107666,85300,0.0,0.0,APOLLOTYRE.NS
2002-01-08 00:00:00+05:30,5.351421232212085,5.420920476092908,5.1776737853039405,5.268022537231445,66680,0.0,0.0,APOLLOTYRE.NS
2002-01-09 00:00:00+05:30,5.254122280454006,5.316671461741756,5.142924030517496,5.163773536682129,66660,0.0,0.0,APOLLOTYRE.NS
2002-01-10 00:00:00+05:30,5.149874875506634,5.177674444036999,5.0386766013851725,5.059526443481445,77590,0.0,0.0,APOLLOTYRE.NS
2002-01-11 00:00:00+05:30,5.142925473200725,5.420921507421821,4.934428364685648,5.177674770355225,104790,0.0,0.0,APOLLOTYRE.NS
2002-01-14 00:00:00+05:30,5.49041916053578,5.559918070133056,5.135974224494267,5.233273029327393,199970,0.0,0.0,APOLLOTYRE.NS
2002-01-15 00:00:00+05:30,5.1498737554400655,5.351420749148454,5.142924030517496,5.163773536682129,115130,0.0,0.0,APOLLOTYRE.NS
2002-01-16 00:00:00+05:30,5.024776147884754,5.247172997904289,5.024776147884754,5.135974407196045,60490,0.0,0.0,APOLLOTYRE.NS
2002-01-17 00:00:00+05:30,5.14292387661074,5.30972124652394,5.14292387661074,5.17072343826294,127280,0.0,0.0,APOLLOTYRE.NS
2002-01-18 00:00:00+05:30,5.19852461376554,5.281923324612763,5.142925473200725,5.177674770355225,98590,0.0,0.0,APOLLOTYRE.NS
2002-01-21 00:00:00+05:30,5.073426547494705,5.281923324612763,5.073426547494705,5.177674770355225,156220,0.0,0.0,APOLLOTYRE.NS
2002-01-22 00:00:00+05:30,5.038676766665683,5.274973438321874,5.038676766665683,5.184624671936035,86950,0.0,0.0,APOLLOTYRE.NS
2002-01-23 00:00:00+05:30,5.149874138642917,5.274972510527005,5.149874138642917,5.212423324584961,92480,0.0,0.0,APOLLOTYRE.NS
2002-01-24 00:00:00+05:30,5.149874588844044,5.281922697711453,5.073425945339475,5.080375671386719,67470,0.0,0.0,APOLLOTYRE.NS
2002-01-25 00:00:00+05:30,5.163772488937683,5.163772488937683,4.976125314545516,5.017824649810791,49600,0.0,0.0,APOLLOTYRE.NS
2002-01-28 00:00:00+05:30,5.073426569905392,5.420921531367487,5.003927312495357,5.323622703552246,445430,0.0,0.0,APOLLOTYRE.NS
2002-01-29 00:00:00+05:30,5.497369026948581,5.69891603565411,5.142924413203218,5.212423324584961,798790,0.0,0.0,APOLLOTYRE.NS
2002-01-30 00:00:00+05:30,5.205473624513359,5.2124236818263405,5.080375575452437,5.129024982452393,114400,0.0,0.0,APOLLOTYRE.NS
