Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-11-20 09:15:00+05:30,2155.0,2157.39990234375,2150.0,2150.10009765625,0,0.0,0.0,BHARTIARTL.NS
2025-11-20 09:20:00+05:30,2150.10009765625,2158.699951171875,2149.89990234375,2155.800048828125,116764,0.0,0.0,BHARTIARTL.NS
2025-11-20 09:25:00+05:30,2155.300048828125,2157.800048828125,2154.89990234375,2155.800048828125,95200,0.0,0.0,BHARTIARTL.NS
2025-11-20 09:30:00+05:30,2156.0,2158.0,2153.800048828125,2157.5,125474,0.0,0.0,BHARTIARTL.NS
2025-11-20 09:35:00+05:30,2157.699951171875,2163.10009765625,2157.39990234375,2161.0,97940,0.0,0.0,BHARTIARTL.NS
2025-11-20 09:40:00+05:30,2161.0,2161.0,2159.39990234375,2160.800048828125,120494,0.0,0.0,BHARTIARTL.NS
2025-11-20 09:45:00+05:30,2160.800048828125,2162.800048828125,2160.0,2160.199951171875,53930,0.0,0.0,BHARTIARTL.NS
2025-11-20 09:50:00+05:30,2160.199951171875,2161.300048828125,2159.0,2159.800048828125,148578,0.0,0.0,BHARTIARTL.NS
2025-11-20 09:55:00+05:30,2160.0,2160.300048828125,2158.300048828125,2159.699951171875,268327,0.0,0.0,BHARTIARTL.NS
2025-11-20 10:00:00+05:30,2159.800048828125,2160.60009765625,2155.0,2157.199951171875,352756,0.0,0.0,BHARTIARTL.NS
2025-11-20 10:05:00+05:30,2157.300048828125,2160.0,2156.5,2156.800048828125,214071,0.0,0.0,BHARTIARTL.NS
2025-11-20 10:10:00+05:30,2157.0,2157.10009765625,2150.10009765625,2152.10009765625,109311,0.0,0.0,BHARTIARTL.NS
2025-11-20 10:15:00+05:30,2152.0,2153.89990234375,2150.5,2153.699951171875,104530,0.0,0.0,BHARTIARTL.NS
2025-11-20 10:20:00+05:30,2153.60009765625,2154.10009765625,2151.699951171875,2152.300048828125,135148,0.0,0.0,BHARTIARTL.NS
2025-11-20 10:25:00+05:30,2152.39990234375,2153.39990234375,2151.800048828125,2152.10009765625,67869,0.0,0.0,BHARTIARTL.NS
2025-11-20 10:30:00+05:30,2152.300048828125,2153.699951171875,2151.89990234375,2152.10009765625,74829,0.0,0.0,BHARTIARTL.NS
2025-11-20 10:35:00+05:30,2152.10009765625,2152.89990234375,2152.0,2152.699951171875,37709,0.0,0.0,BHARTIARTL.NS
2025-11-20 10:40:00+05:30,2152.800048828125,2154.89990234375,2152.699951171875,2154.800048828125,42227,0.0,0.0,BHARTIARTL.NS
2025-11-20 10:45:00+05:30,2154.800048828125,2155.0,2152.0,2154.5,73967,0.0,0.0,BHARTIARTL.NS
2025-11-20 10:50:00+05:30,2154.5,2155.5,2153.60009765625,2154.39990234375,37405,0.0,0.0,BHARTIARTL.NS
2025-11-20 10:55:00+05:30,2154.5,2154.5,2152.199951171875,2152.199951171875,24251,0.0,0.0,BHARTIARTL.NS
2025-11-20 11:00:00+05:30,2152.300048828125,2152.300048828125,2151.60009765625,2152.0,81611,0.0,0.0,BHARTIARTL.NS
2025-11-20 11:05:00+05:30,2152.0,2155.0,2152.0,2152.89990234375,47426,0.0,0.0,BHARTIARTL.NS
2025-11-20 11:10:00+05:30,2152.89990234375,2153.199951171875,2151.800048828125,2153.10009765625,78802,0.0,0.0,BHARTIARTL.NS
2025-11-20 11:15:00+05:30,2153.10009765625,2154.800048828125,2153.0,2153.89990234375,32488,0.0,0.0,BHARTIARTL.NS
2025-11-20 11:20:00+05:30,2153.89990234375,2155.5,2153.60009765625,2155.0,39406,0.0,0.0,BHARTIARTL.NS
