Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2004-04-07 00:00:00+05:30,30.050716133764283,35.82752566612383,30.050716133764283,34.22600173950195,57671472,0.0,0.0,BIOCON.NS
2004-04-08 00:00:00+05:30,34.57599617776392,41.07402038574219,34.43457998156073,41.07402038574219,85470720,0.0,0.0,BIOCON.NS
2004-04-09 00:00:00+05:30,41.07402038574219,41.07402038574219,41.07402038574219,41.07402038574219,0,0.0,0.0,BIOCON.NS
2004-04-12 00:00:00+05:30,43.83868874231346,49.29024466783181,42.42453958077787,49.18064880371094,47399796,0.0,0.0,BIOCON.NS
2004-04-13 00:00:00+05:30,50.202358424160415,55.1518890900665,42.82402729586968,43.98716735839844,117545316,0.0,0.0,BIOCON.NS
2004-04-14 00:00:00+05:30,43.98716735839844,43.98716735839844,43.98716735839844,43.98716735839844,0,0.0,0.0,BIOCON.NS
2004-04-15 00:00:00+05:30,45.5356687493675,47.72760537632607,44.29828746667084,45.77607727050781,57408636,0.0,0.0,BIOCON.NS
2004-04-16 00:00:00+05:30,46.59628918160674,47.4023561738242,45.37304901260862,45.67355728149414,26430564,0.0,0.0,BIOCON.NS
2004-04-19 00:00:00+05:30,44.89930029251635,46.92861036909889,42.99019609384048,43.308380126953125,47196216,0.0,0.0,BIOCON.NS
2004-04-20 00:00:00+05:30,43.83868171700027,44.05080438091071,42.09220749107666,42.4952392578125,45861048,0.0,0.0,BIOCON.NS
2004-04-21 00:00:00+05:30,42.57301851672226,44.08615977276942,41.742203660734,42.908878326416016,60827148,0.0,0.0,BIOCON.NS
2004-04-22 00:00:00+05:30,43.124548066229096,46.17204156168744,42.99020087657564,45.373046875,46714800,0.0,0.0,BIOCON.NS
2004-04-23 00:00:00+05:30,45.959912018035126,47.161941621546255,44.899298613976846,45.29526138305664,44848512,0.0,0.0,BIOCON.NS
2004-04-27 00:00:00+05:30,43.69727881150478,44.54576966221361,42.14171009404811,42.47050094604492,25438272,0.0,0.0,BIOCON.NS
2004-04-28 00:00:00+05:30,42.49524974380086,44.40435419007914,42.26545121343855,43.47808456420898,37803924,0.0,0.0,BIOCON.NS
2004-04-29 00:00:00+05:30,43.44626317997158,43.83515370928931,42.89474287724276,43.0644416809082,15108780,0.0,0.0,BIOCON.NS
2004-04-30 00:00:00+05:30,43.13161245776992,43.58767818228917,41.95433088356096,42.3891830444336,10851828,0.0,0.0,BIOCON.NS
2004-05-03 00:00:00+05:30,42.28312167713995,42.61898152312991,40.72755636703312,41.4629135131836,17351400,0.0,0.0,BIOCON.NS
