Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2001-09-10 00:00:00+05:30,6.0467118364534445,6.796504350215006,5.8451547752383295,6.494168758392334,320210,0.0,0.0,LUPIN.NS
2001-09-11 00:00:00+05:30,6.631226863693836,6.764254478137878,6.268423964305006,6.296641826629639,175410,0.0,0.0,LUPIN.NS
2001-09-12 00:00:00+05:30,5.833060191910839,6.0467105227378495,5.833060191910839,5.937869548797607,80530,0.0,0.0,LUPIN.NS
2001-09-13 00:00:00+05:30,5.966088823795323,6.046711567811563,5.849185748861882,5.962057590484619,78400,0.0,0.0,LUPIN.NS
2001-09-14 00:00:00+05:30,5.56700641277655,5.708096130358126,5.550881862640381,5.550881862640381,60780,0.0,0.0,LUPIN.NS
2001-09-17 00:00:00+05:30,5.240482811901133,5.240482811901133,5.111486434936523,5.111486434936523,135960,0.0,0.0,LUPIN.NS
2001-09-18 00:00:00+05:30,5.119549783728345,5.490414843756504,5.119549783728345,5.272733211517334,71170,0.0,0.0,LUPIN.NS
2001-09-19 00:00:00+05:30,5.4017292754514665,5.603286343706217,5.4017292754514665,5.522663593292236,22940,0.0,0.0,LUPIN.NS
2001-09-20 00:00:00+05:30,5.639566423498814,5.643597656947848,5.401729032159965,5.534756660461426,21260,0.0,0.0,LUPIN.NS
2001-09-21 00:00:00+05:30,5.180017351906627,5.804844021561351,5.175986117852685,5.647629737854004,55310,0.0,0.0,LUPIN.NS
2001-09-24 00:00:00+05:30,5.8693418349510775,5.8693418349510775,5.683909321890327,5.736313819885254,29110,0.0,0.0,LUPIN.NS
2001-09-25 00:00:00+05:30,5.885466543272431,5.885466543272431,5.562975157370999,5.575068473815918,22860,0.0,0.0,LUPIN.NS
2001-09-26 00:00:00+05:30,5.885464979042545,5.885464979042545,5.562973678852358,5.579098224639893,29330,0.0,0.0,LUPIN.NS
2001-09-27 00:00:00+05:30,5.67584760735232,5.704065476850635,5.567006978973359,5.647629737854004,31790,0.0,0.0,LUPIN.NS
2001-09-28 00:00:00+05:30,5.65165925361657,5.6798771145357225,5.192109091055889,5.2162957191467285,113420,0.0,0.0,LUPIN.NS
2001-10-01 00:00:00+05:30,5.329169119377738,5.514601641971505,5.321106651924284,5.438009738922119,68780,0.0,0.0,LUPIN.NS
2001-10-02 00:00:00+05:30,5.438009738922119,5.438009738922119,5.438009738922119,5.438009738922119,0,0.0,0.0,LUPIN.NS
2001-10-03 00:00:00+05:30,5.401730104731735,5.562976014753965,5.401730104731735,5.530726909637451,35470,0.0,0.0,LUPIN.NS
2001-10-04 00:00:00+05:30,5.627471876351635,5.627471876351635,5.107454792828317,5.288856029510498,88370,0.0,0.0,LUPIN.NS
2001-10-05 00:00:00+05:30,5.474289793582887,5.48235226062396,5.272732730831118,5.377542495727539,39090,0.0,0.0,LUPIN.NS
2001-10-08 00:00:00+05:30,5.313044197925395,5.4017290270833005,5.163892020407557,5.175985336303711,52270,0.0,0.0,LUPIN.NS
2001-10-09 00:00:00+05:30,5.240482370855179,5.272731462382205,5.1477663288248525,5.184046268463135,50410,0.0,0.0,LUPIN.NS
2001-10-10 00:00:00+05:30,5.333198790302798,5.333198790302798,5.079237272665113,5.13970422744751,143850,0.0,0.0,LUPIN.NS
2001-10-11 00:00:00+05:30,5.236452429591423,5.236452429591423,5.046989066259155,5.091331481933594,198430,0.0,0.0,LUPIN.NS
2001-10-12 00:00:00+05:30,5.159859746766535,5.159859746766535,4.92605363623032,4.970396041870117,102500,0.0,0.0,LUPIN.NS
2001-10-15 00:00:00+05:30,5.139704575284888,5.143735808393741,5.055050602196731,5.06714391708374,99900,0.0,0.0,LUPIN.NS
2001-10-16 00:00:00+05:30,5.079237918205149,5.196140994231098,5.079237918205149,5.155829429626465,172820,0.0,0.0,LUPIN.NS
2001-10-17 00:00:00+05:30,5.321105775474082,5.321105775474082,5.163891530422877,5.252576351165772,113200,0.0,0.0,LUPIN.NS
2001-10-18 00:00:00+05:30,5.240483480951228,5.280795046118992,5.167922817425085,5.18001651763916,91090,0.0,0.0,LUPIN.NS
2001-10-19 00:00:00+05:30,5.442040142180077,5.442040142180077,5.107455482712318,5.119548797607422,88370,0.0,0.0,LUPIN.NS
2001-10-22 00:00:00+05:30,5.337231106891059,5.401729307606179,5.300950772878903,5.341262340545654,159580,0.0,0.0,LUPIN.NS
2001-10-23 00:00:00+05:30,5.401729537143902,5.514601777631287,5.304982231960102,5.353355884552002,167420,0.0,0.0,LUPIN.NS
2001-10-24 00:00:00+05:30,5.393667353264977,5.562975326396494,5.2243593801334605,5.309013366699219,174210,0.0,0.0,LUPIN.NS
2001-10-25 00:00:00+05:30,5.321106407246426,5.329168874329148,5.16792299263102,5.196141242980957,57820,0.0,0.0,LUPIN.NS
2001-10-26 00:00:00+05:30,5.196141242980957,5.196141242980957,5.196141242980957,5.196141242980957,0,0.0,0.0,LUPIN.NS
2001-10-29 00:00:00+05:30,5.3211044414738025,5.34126021729488,5.208232635090994,5.220325946807861,432490,0.0,0.0,LUPIN.NS
2001-10-30 00:00:00+05:30,5.1598607354764905,5.260639263964549,5.091331305349446,5.127611637115479,445970,0.0,0.0,LUPIN.NS
2001-10-31 00:00:00+05:30,5.240483920067563,5.240483920067563,5.046989313703772,5.079238414764404,295170,0.0,0.0,LUPIN.NS
2001-11-01 00:00:00+05:30,5.220328059334406,5.2404838433119885,5.083269189614371,5.107456207275391,376880,0.0,0.0,LUPIN.NS
2001-11-02 00:00:00+05:30,5.18807962859361,5.470259487393983,5.1235814190894855,5.329169750213623,326620,0.0,0.0,LUPIN.NS
2001-11-05 00:00:00+05:30,5.502506644416267,5.748406461658816,5.502506644416267,5.744375228881836,1424210,0.0,0.0,LUPIN.NS
2001-11-06 00:00:00+05:30,6.207957267761231,6.207957267761231,5.780656517668871,6.207957267761231,1588900,0.0,0.0,LUPIN.NS
2001-11-07 00:00:00+05:30,6.433701176246857,6.707818508148193,6.433701176246857,6.707818508148193,405700,0.0,0.0,LUPIN.NS
2001-11-08 00:00:00+05:30,7.014185971135865,7.215743043690799,6.46595125662431,7.09077787399292,2919050,0.0,0.0,LUPIN.NS
2001-11-09 00:00:00+05:30,7.054498066232736,7.497923812743219,6.808598173311256,7.086747169494629,2193640,0.0,0.0,LUPIN.NS
2001-11-12 00:00:00+05:30,7.41730042848282,7.618857509522457,7.260086151313261,7.356833457946777,912360,0.0,0.0,LUPIN.NS
2001-11-13 00:00:00+05:30,7.336676589991049,7.405206014593173,6.989998233900405,7.231866836547852,415850,0.0,0.0,LUPIN.NS
2001-11-14 00:00:00+05:30,7.6430425958733395,7.731728185650354,7.139149995336993,7.256053447723389,756810,0.0,0.0,LUPIN.NS
2001-11-15 00:00:00+05:30,7.256055805002231,7.256055805002231,6.998062955754651,7.07465410232544,779980,0.0,0.0,LUPIN.NS
2001-11-16 00:00:00+05:30,7.07465410232544,7.07465410232544,7.07465410232544,7.07465410232544,0,0.0,0.0,LUPIN.NS
2001-11-19 00:00:00+05:30,7.175429732834246,7.606762409210205,6.998060105653562,7.606762409210205,1569010,0.0,0.0,LUPIN.NS
2001-11-20 00:00:00+05:30,7.965536613644921,8.142907075358604,7.497924207301009,7.78010368347168,1598210,0.0,0.0,LUPIN.NS
2001-11-21 00:00:00+05:30,7.639012331603626,7.8445998413892974,7.510015176631895,7.534202575683594,539930,0.0,0.0,LUPIN.NS
